0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
72,16,3,0,1,0,1,1,4,4,1,1,2,2,2,1,0
10,7,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
61,21,3,0,2,0,1,1,4,1,1,2,2,2,1,2,1
46,22,5,13,2,0,1,1,4,1,1,2,2,2,1,2,1
5,2,5,2,2,7,1,3,0,1,1,2,2,2,1,2,0
7,4,5,2,2,1,1,3,0,2,1,2,2,2,2,1,0
76,19,1,0,2,0,1,1,2,2,1,2,2,2,1,1,1
1,0,5,2,2,1,1,1,0,1,1,2,2,0,1,1,0
4,1,5,2,2,8,1,1,0,4,1,2,2,0,1,1,0
60,14,1,1,2,0,1,3,4,1,1,2,2,2,2,1,0
50,20,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
8,4,5,2,2,2,1,1,0,4,1,2,2,2,1,1,0
60,15,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
33,20,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
35,22,1,0,2,0,1,1,4,1,1,2,2,2,2,6,1
16,13,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
10,6,5,2,2,1,1,1,0,4,1,2,2,2,1,2,0
55,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
0,0,5,7,2,8,1,0,0,1,1,2,2,0,1,2,0
25,21,5,2,2,0,1,1,4,3,1,2,2,2,1,1,1
60,1,1,1,2,0,4,1,4,1,2,2,2,2,1,6,1
4,2,5,2,2,1,1,1,0,1,1,2,2,0,1,1,0
19,19,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
42,1,5,0,1,0,1,1,4,4,1,2,1,2,1,1,1
50,19,3,16,1,0,1,3,2,1,1,2,2,2,1,1,0
44,20,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
41,20,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
77,16,2,0,2,0,1,1,2,1,1,2,2,2,1,1,0
59,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
36,16,5,16,2,0,1,3,4,1,1,2,2,2,2,1,0
77,1,2,0,2,0,1,1,4,4,1,2,2,2,2,2,0
54,20,1,1,2,0,1,1,2,1,1,2,2,2,1,1,0
22,18,5,2,2,0,1,1,4,1,1,2,2,2,2,1,0
68,21,1,0,1,0,1,1,4,1,1,2,2,1,1,1,0
6,3,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
18,14,5,2,2,0,1,1,4,1,1,2,2,2,1,1,0
3,1,5,2,2,5,1,1,0,2,1,2,2,0,1,1,0
67,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
86,16,2,0,1,0,1,1,2,4,1,1,2,2,1,1,0
51,17,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
37,20,3,13,2,0,1,3,4,2,1,2,2,2,2,1,1
0,0,5,2,2,1,1,0,0,1,1,2,2,0,1,1,0
7,3,5,7,2,7,1,1,0,1,1,2,2,2,1,2,0
57,21,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
21,21,5,2,1,0,1,3,4,1,1,2,2,1,2,1,0
48,19,1,0,2,0,1,1,2,4,1,2,2,2,1,1,1
58,16,1,1,2,0,1,1,4,3,1,2,2,2,2,1,0
68,22,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
2,0,5,2,2,7,1,1,0,1,1,2,2,0,1,2,0
56,19,1,0,1,0,1,1,2,2,1,2,2,2,1,1,1
15,11,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
12,9,5,2,2,2,1,1,0,4,1,2,2,2,2,1,0
5,2,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
68,13,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
27,16,4,0,2,0,1,3,4,1,1,2,2,2,2,1,0
65,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
12,9,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
33,18,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
65,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
19,16,5,17,2,0,1,3,4,1,1,2,2,2,2,1,1
25,19,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
8,5,5,2,1,7,1,1,0,3,1,2,1,2,2,2,0
71,19,1,0,2,0,1,1,4,1,1,2,2,2,1,2,0
37,19,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
43,16,1,0,2,0,1,1,3,1,1,2,2,2,1,2,1
58,16,2,0,2,0,1,1,4,1,1,2,2,2,1,1,1
45,20,1,0,1,0,1,1,4,1,1,1,2,1,2,1,1
16,13,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
65,18,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
65,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
67,19,5,0,1,0,1,1,4,1,1,2,2,1,2,1,0
34,12,5,16,2,0,1,3,4,2,1,2,2,2,1,1,0
74,19,2,0,1,0,1,1,4,1,1,2,2,1,2,1,0
16,13,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
18,18,5,15,2,0,1,3,4,1,1,2,2,2,1,1,0
17,13,5,10,2,0,1,1,4,4,1,2,2,2,1,1,0
5,2,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
1,0,5,2,2,2,1,3,0,1,1,2,2,0,1,1,0
26,21,5,0,2,0,1,1,4,4,1,2,2,2,1,1,1
81,16,1,0,1,0,1,1,4,1,1,2,1,2,1,1,0
17,13,5,7,2,0,1,3,4,2,1,2,2,2,2,2,0
53,21,2,0,1,0,4,1,4,2,2,2,2,1,2,9,0
61,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
59,16,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
3,1,5,2,2,1,1,1,0,1,1,2,2,0,1,2,0
4,2,5,2,2,1,3,1,0,2,1,2,2,0,1,1,0
71,14,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
52,1,3,0,1,0,1,1,4,2,1,2,2,2,2,1,1
43,23,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
38,21,1,1,2,0,1,1,4,3,1,2,2,2,1,1,1
70,17,3,0,2,0,1,1,4,4,1,2,2,2,2,2,0
36,19,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
36,23,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
21,19,5,0,2,0,1,1,3,2,1,2,2,2,1,1,1
59,22,1,1,2,0,3,1,4,1,1,2,2,2,2,1,0
42,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
26,16,5,2,1,0,1,1,4,1,1,2,1,2,2,1,0
86,23,1,1,1,0,1,1,4,1,1,1,2,2,1,1,0
35,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
15,1,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
57,22,5,13,2,0,1,1,4,1,1,2,2,2,2,1,1
47,23,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
45,21,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
28,13,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
81,10,1,1,1,0,1,1,4,4,1,1,2,2,1,1,0
19,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,0
49,20,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
22,16,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
29,22,1,0,2,0,5,3,4,1,2,2,2,2,2,6,1
1,0,5,2,2,2,1,1,0,1,1,2,2,0,2,1,0
20,20,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
48,15,5,5,1,0,1,1,4,1,1,2,2,1,1,2,0
82,19,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
69,20,1,0,2,0,1,3,2,2,1,2,2,2,1,1,0
13,10,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
6,3,5,2,2,3,1,1,0,2,1,2,2,2,2,2,0
65,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
41,16,1,0,2,0,1,1,4,4,1,2,2,2,1,2,1
19,18,5,2,2,0,1,1,4,1,1,2,2,2,1,1,0
4,1,5,2,2,8,1,1,0,4,1,2,2,0,2,2,0
3,2,5,2,2,8,1,3,0,4,1,2,2,0,2,1,0
58,18,3,0,1,0,1,1,4,4,1,2,2,2,1,1,0
31,13,1,1,2,0,4,3,4,1,2,2,2,2,2,8,0
24,21,5,2,2,0,1,1,4,2,1,2,2,2,2,1,0
10,8,5,2,2,7,1,3,0,4,1,2,2,2,2,2,0
62,19,3,0,2,0,1,1,3,1,1,2,2,2,2,2,1
68,18,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
78,16,1,1,1,0,1,1,4,4,1,2,2,1,2,2,0
11,7,5,2,1,2,1,1,0,2,1,2,1,1,2,1,0
0,0,5,2,2,1,1,0,0,1,1,2,2,0,1,1,0
4,2,5,2,2,2,1,1,0,4,1,2,2,0,1,1,0
16,12,5,2,1,8,1,1,0,1,1,2,2,1,1,2,0
69,19,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
32,21,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
4,2,5,14,2,0,1,1,0,1,1,2,2,0,1,1,0
16,14,5,3,2,1,4,1,0,1,2,2,2,2,2,6,0
20,16,5,11,2,0,1,3,4,4,1,2,2,2,1,1,1
37,17,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
50,17,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
56,22,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
51,18,3,0,1,0,1,1,4,2,1,2,2,1,2,1,0
51,22,1,1,2,0,5,3,4,1,2,2,2,2,2,1,1
62,17,1,16,1,0,1,1,4,1,1,2,2,2,2,1,0
1,0,5,2,2,7,1,3,0,4,1,2,2,0,2,1,0
1,0,5,2,2,2,1,1,0,4,1,2,2,0,2,1,0
16,12,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
81,18,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
66,16,1,0,2,0,1,1,2,4,1,2,2,2,1,1,0
23,18,5,0,2,0,1,3,4,1,1,2,2,2,1,2,1
67,20,1,1,2,0,1,1,2,1,1,2,2,2,1,1,1
9,7,5,7,2,0,1,1,0,4,1,2,2,2,2,2,0
28,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
69,16,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
27,21,5,2,2,0,1,1,2,1,1,2,2,2,1,9,0
13,9,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
39,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
31,21,5,0,2,0,1,1,4,2,1,2,2,2,2,9,0
23,20,1,0,2,0,1,3,4,1,1,2,2,2,2,1,1
20,16,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
10,6,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
71,21,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
63,15,1,1,2,0,1,3,4,4,1,2,2,2,1,2,0
28,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
58,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
79,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
45,19,3,13,2,0,1,1,4,1,1,2,2,2,2,1,0
45,18,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
47,14,3,0,2,0,1,1,4,4,1,2,2,2,1,1,1
57,19,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
0,0,5,2,2,1,1,0,0,1,1,2,2,0,2,1,0
69,16,1,0,1,0,1,1,4,1,1,2,2,2,1,1,0
23,19,1,1,2,0,1,1,4,2,1,2,2,2,2,2,1
61,10,3,0,1,0,1,1,4,1,1,2,2,2,2,2,0
34,20,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
75,19,3,0,1,0,1,1,4,1,1,2,2,2,2,2,0
67,13,3,0,1,0,1,3,4,2,1,1,2,2,1,1,0
21,18,5,2,1,0,1,1,4,2,1,2,2,1,2,1,1
34,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
62,18,3,0,1,0,1,1,4,1,1,2,2,1,1,9,0
93,22,1,1,2,0,1,1,2,1,1,2,2,2,1,1,0
27,17,4,0,2,0,1,1,4,4,1,2,2,2,2,1,0
20,18,5,0,2,0,1,3,4,1,1,2,2,2,2,1,1
61,22,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
25,18,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
60,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
64,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
17,12,5,2,2,7,1,1,4,1,1,2,2,2,2,1,0
70,22,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
75,16,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
53,20,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
72,17,1,0,1,0,1,1,4,1,1,2,2,1,2,1,0
71,22,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
62,20,5,0,2,0,1,1,3,1,1,2,2,2,2,1,1
46,21,1,4,1,0,1,1,4,1,1,2,2,2,2,1,0
42,20,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
37,16,1,9,1,0,1,3,4,1,1,1,2,1,1,1,0
7,1,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
24,21,5,2,2,0,1,1,4,2,1,2,2,2,1,1,1
31,15,5,2,2,0,1,1,4,4,1,2,2,2,2,1,1
3,1,5,2,2,2,1,1,0,3,1,2,2,0,2,1,0
79,21,1,0,1,0,1,1,2,2,1,1,2,2,1,1,0
22,20,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
58,17,5,17,1,0,1,3,4,2,1,2,2,2,2,2,0
29,24,1,0,2,0,5,1,4,1,2,2,2,2,1,6,1
44,20,1,1,2,0,1,3,4,2,1,2,2,2,1,1,1
78,15,1,0,2,0,1,1,3,1,1,2,2,2,1,2,0
62,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
20,18,5,7,2,0,1,1,4,1,1,2,2,2,2,2,0
61,19,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
53,20,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
49,12,1,9,2,0,1,1,4,1,1,2,2,2,1,1,1
79,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,0
66,21,5,0,2,0,1,1,4,2,1,2,2,2,2,1,1
28,15,5,13,2,0,1,1,4,1,1,2,2,2,2,8,0
18,14,5,17,2,0,2,2,4,1,1,2,2,2,1,2,1
60,19,3,0,1,0,1,1,4,3,1,1,2,2,1,1,0
70,16,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
43,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
35,22,1,0,2,0,5,1,4,2,2,2,2,2,1,6,1
19,18,5,2,2,0,1,1,4,1,1,2,2,2,2,1,1
50,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
74,18,1,1,1,0,1,1,4,1,1,2,2,2,2,1,0
46,16,1,1,2,0,1,3,4,1,1,2,2,2,2,1,1
66,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
34,18,5,2,2,0,1,1,4,4,1,2,2,2,2,2,0
53,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
31,17,5,2,2,0,1,1,4,1,1,2,2,2,1,1,0
82,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
54,22,5,0,2,0,1,1,4,1,1,2,2,2,1,2,1
58,20,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
44,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
53,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
59,19,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
25,21,5,2,2,0,1,1,4,2,1,2,2,2,2,1,1
63,16,2,0,1,0,1,3,4,1,1,1,1,1,2,1,0
20,19,5,10,2,0,1,1,4,1,1,2,2,2,2,2,0
4,1,5,2,2,1,1,1,0,1,1,2,2,0,2,6,0
49,20,1,1,2,0,1,3,4,1,1,2,2,2,1,1,1
32,21,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
55,21,1,0,2,0,1,1,2,1,1,2,2,2,1,2,1
48,20,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
11,8,5,7,2,0,1,1,0,2,1,2,2,2,2,1,0
63,16,3,0,2,0,1,1,4,1,1,2,2,2,1,1,1
22,18,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
36,11,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
71,19,1,0,2,0,1,1,4,4,1,2,2,2,2,2,0
57,19,1,0,1,0,1,1,2,2,1,2,2,1,1,1,0
3,1,5,2,2,7,1,3,0,1,1,2,2,0,1,2,0
24,16,5,2,2,0,1,1,4,1,1,2,2,2,2,8,1
76,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
78,17,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
67,21,1,0,2,0,1,3,3,1,1,2,2,2,1,1,0
83,16,2,0,1,0,1,1,4,4,1,2,2,2,2,1,0
54,16,1,1,2,0,1,3,4,1,1,2,2,2,2,1,1
31,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
33,17,5,4,1,0,1,1,4,4,1,2,2,1,1,1,0
3,1,5,2,2,2,1,1,0,3,1,2,2,0,2,1,0
74,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
70,22,1,0,1,0,1,1,2,1,1,2,2,2,1,1,0
45,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
54,15,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
62,11,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
17,13,5,4,2,1,1,1,4,1,1,2,2,2,2,1,0
61,18,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
46,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
45,19,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
67,22,1,0,1,0,1,1,4,4,1,1,2,2,1,2,0
52,22,5,0,2,0,1,3,4,2,1,2,2,2,1,1,0
13,9,5,2,2,1,4,1,0,4,2,2,2,2,2,6,0
50,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
53,16,3,0,1,0,1,1,4,1,1,2,1,2,2,2,0
61,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
45,22,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
74,24,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
24,21,5,0,2,0,1,1,4,2,1,2,2,2,2,2,1
60,21,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
73,20,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
54,16,3,2,2,0,1,1,4,2,1,2,2,2,1,1,1
2,0,5,2,2,1,1,1,0,4,1,2,2,0,1,1,0
59,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
50,22,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
64,17,1,0,1,0,1,1,4,4,1,2,2,2,1,1,0
58,16,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
70,19,2,0,2,0,1,1,4,4,1,2,2,2,2,2,0
33,18,5,0,2,0,1,1,4,3,1,2,2,2,1,1,1
43,19,1,1,1,0,1,1,4,2,1,2,1,2,1,1,1
14,10,5,2,2,2,1,3,0,1,1,2,2,2,2,1,0
63,21,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
2,0,5,2,2,8,1,1,0,2,1,2,2,0,1,2,0
62,20,1,0,2,0,4,1,4,1,2,2,2,2,1,2,1
10,7,5,3,2,5,1,1,0,1,1,2,2,2,2,1,0
42,21,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
57,19,1,0,1,0,1,1,2,2,1,1,2,2,1,1,1
56,16,1,1,1,0,1,1,4,1,1,2,2,2,1,1,1
54,19,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
50,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
68,19,3,0,1,0,1,1,4,2,1,1,2,2,2,1,0
42,22,1,0,1,0,1,1,1,1,1,1,2,2,1,1,0
77,16,1,1,1,0,1,1,4,4,1,2,1,2,2,1,1
22,16,5,2,2,0,1,3,4,2,1,2,2,2,1,9,1
73,16,3,0,2,0,1,1,4,4,1,2,2,2,1,2,0
23,19,5,17,2,0,1,1,4,1,1,2,2,2,1,1,0
34,16,1,0,1,0,1,1,4,4,1,1,2,1,2,1,1
71,16,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
77,16,3,0,2,0,1,1,4,1,1,2,2,2,1,2,0
40,20,1,1,2,0,1,1,4,4,1,2,2,2,2,2,1
60,21,3,0,1,0,1,1,4,1,1,2,2,2,1,1,1
34,21,5,2,2,0,5,2,4,1,2,2,2,2,2,1,1
66,16,2,5,2,0,1,1,4,1,1,2,2,2,1,2,0
22,21,5,3,2,0,1,1,4,1,1,2,2,2,2,1,1
25,19,5,10,2,0,1,1,4,1,1,2,2,2,2,2,0
54,20,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
51,14,1,0,1,0,1,1,4,1,1,2,2,1,2,2,0
61,16,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
60,13,1,0,1,0,1,1,4,4,1,2,2,1,2,1,0
19,16,5,17,2,0,1,3,4,4,1,2,2,2,1,1,0
35,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
60,19,1,1,2,0,5,1,4,1,2,2,2,2,1,1,1
20,18,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
56,18,1,0,2,0,1,1,2,4,1,2,2,2,1,1,1
13,11,5,4,2,2,5,1,0,1,2,2,2,2,1,8,0
93,14,2,0,1,0,1,1,4,1,1,1,2,1,2,2,0
42,20,1,1,1,0,1,1,4,2,1,2,1,2,2,1,1
15,12,5,2,2,1,1,3,0,4,1,2,2,2,2,1,0
52,20,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
20,16,5,2,2,0,1,1,4,2,1,2,2,2,2,1,1
11,8,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
42,21,3,0,1,0,1,1,4,1,1,1,2,2,1,1,1
52,16,1,1,2,0,1,1,4,4,1,2,2,2,2,2,1
54,1,5,0,1,0,1,1,4,1,1,2,2,2,2,1,0
73,15,2,0,2,0,1,1,4,1,1,2,2,2,2,2,1
60,21,5,12,1,0,1,1,4,1,1,2,2,2,2,1,1
23,20,5,2,2,0,1,1,4,2,1,2,2,2,2,1,1
63,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
54,22,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
6,1,5,7,2,0,1,1,0,1,1,2,2,2,1,2,0
69,21,1,1,1,0,4,1,4,1,2,1,2,2,1,2,0
44,16,1,0,2,0,1,1,4,3,1,2,2,2,2,1,1
52,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,0
17,14,5,2,2,1,1,1,4,1,1,2,2,2,2,1,1
57,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
8,4,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
34,21,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
22,13,1,2,2,0,1,1,4,2,1,2,2,2,1,1,1
37,22,5,0,1,0,1,1,4,2,1,2,2,1,2,2,1
82,12,3,0,1,0,1,1,4,1,1,2,2,2,2,1,0
12,9,5,16,1,0,1,3,0,1,1,2,2,1,1,1,0
46,20,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
57,16,3,5,1,0,1,1,4,1,1,2,2,2,1,2,0
83,21,1,0,2,0,1,1,2,4,1,2,2,2,1,1,1
25,17,3,13,2,0,1,3,4,1,1,2,2,2,1,1,0
40,16,5,10,2,0,1,1,4,4,1,2,2,2,2,2,0
24,19,5,0,2,0,1,3,4,1,1,2,2,2,2,1,0
27,21,5,13,2,0,1,3,4,1,1,2,2,2,1,1,1
50,19,1,0,1,0,1,1,4,3,1,2,2,2,1,1,0
9,6,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
47,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
3,2,5,2,2,1,3,1,0,2,1,2,2,0,1,1,0
54,12,5,0,1,0,1,1,4,1,1,2,2,1,2,2,0
74,16,1,0,2,0,1,3,4,4,1,2,2,2,1,1,0
51,13,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
17,12,5,16,2,0,1,3,4,4,1,2,2,2,1,1,0
47,19,1,1,2,0,1,3,4,1,1,2,2,2,1,1,0
84,16,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
60,21,1,1,1,0,1,1,4,2,1,2,1,1,2,1,0
68,16,3,0,2,0,1,1,4,1,1,2,2,2,1,1,0
36,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
19,16,5,12,2,0,1,3,4,1,1,2,2,2,1,1,1
77,14,1,0,1,0,1,1,4,1,1,2,2,2,1,2,0
80,22,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
54,16,1,1,2,0,1,1,4,4,1,2,2,2,2,2,1
70,18,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
47,16,5,2,2,0,1,1,2,3,1,2,2,2,1,2,0
41,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
36,16,5,12,2,0,1,1,4,1,1,2,2,2,2,1,1
70,16,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
18,19,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
56,21,1,1,2,0,1,1,4,3,1,2,2,2,1,1,1
29,15,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
25,19,5,17,2,0,5,2,4,1,2,2,2,2,2,1,0
24,21,1,1,2,0,1,3,4,1,1,2,2,2,2,1,1
37,19,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
11,9,5,7,2,7,1,1,0,4,1,2,2,2,2,2,0
73,19,1,0,2,0,1,1,2,1,1,2,2,2,1,2,0
69,16,1,0,2,0,1,1,2,4,1,2,2,2,1,2,0
89,12,1,1,1,0,1,1,4,2,1,1,2,2,2,1,0
71,19,1,1,1,0,1,1,4,4,1,1,2,2,1,1,0
59,21,1,1,2,0,3,1,4,1,1,2,2,2,2,1,1
0,0,5,2,2,2,1,0,0,4,1,2,2,0,2,1,0
55,1,5,15,2,0,1,1,4,4,1,2,2,2,2,1,0
15,12,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
32,16,3,0,2,0,1,3,4,1,1,2,2,2,1,1,1
71,10,1,1,2,0,1,1,4,1,1,2,2,2,1,2,0
14,8,5,4,2,8,1,3,0,4,1,2,2,2,2,1,0
28,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
21,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,1
82,18,1,1,1,0,1,1,4,4,1,2,1,2,2,1,0
41,16,1,1,2,0,5,1,4,1,2,2,2,2,2,1,0
19,18,5,17,2,0,1,3,4,1,1,2,2,2,1,1,0
11,7,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
65,21,1,0,1,0,1,1,4,1,1,2,2,1,1,1,0
27,17,5,0,2,0,1,1,4,4,1,2,2,2,1,1,1
23,18,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
30,23,1,1,2,0,2,1,4,1,1,2,2,2,2,1,1
12,10,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
39,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
81,10,2,16,1,0,1,1,4,1,1,1,2,1,2,1,0
30,16,1,0,2,0,5,3,4,1,2,2,2,2,1,6,0
9,8,5,7,2,7,1,1,0,4,1,2,2,2,2,2,0
6,3,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
